student_id,school,sex,age,address_type,family_size,parent_status,mother_education,father_education,mother_job,father_job,school_choice_reason,guardian,travel_time,study_time,class_failures,school_support,family_support,extra_paid_classes,activities,nursery_school,higher_ed,internet_access,romantic_relationship,family_relationship,free_time,social,weekday_alcohol,weekend_alcohol,health,absences,grade_1,grade_2,final_grade,school_encoded,sex_encoded,address_type_encoded,family_size_encoded,parent_status_encoded,mother_education_higher education,mother_education_none,mother_education_primary education (4th grade),mother_education_secondary education,father_education_higher education,father_education_none,father_education_primary education (4th grade),father_education_secondary education,mother_job_health,mother_job_other,mother_job_services,mother_job_teacher,father_job_health,father_job_other,father_job_services,father_job_teacher,school_choice_reason_home,school_choice_reason_other,school_choice_reason_reputation,guardian_mother,guardian_other,travel_time_30 min. to 1 hour,travel_time_<15 min.,travel_time_>1 hour,study_time_5 to 10 hours,study_time_<2 hours,study_time_>10 hours,school_support_encoded,family_support_encoded,extra_paid_classes_encoded,activities_encoded,nursery_school_encoded,higher_ed_encoded,internet_access_encoded,romantic_relationship_encoded
71,GP,M,16,Urban,Greater than 3,Living together,secondary education,primary education (4th grade),other,other,reputation,father,15 to 30 min.,>10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,5,2,13,11,11,0,1,1,0,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,0,1,0,0,1,1,1,0
72,GP,M,15,Urban,Greater than 3,Living together,higher education,5th to 9th grade,other,other,course,mother,<15 min.,>10 hours,0,no,no,no,no,yes,yes,yes,no,3,3,3,1,1,3,0,11,9,10,0,1,1,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,0,0,0,0,1,1,1,0
73,GP,F,15,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,reputation,mother,<15 min.,2 to 5 hours,0,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,5,2,13,11,11,0,0,0,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,1,1,0,0,0,1,1,1
74,GP,M,16,Urban,Greater than 3,Living together,secondary education,primary education (4th grade),other,other,reputation,mother,<15 min.,<2 hours,0,no,no,no,yes,yes,yes,no,no,5,3,2,2,2,5,0,13,13,14,0,1,1,0,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,0,0,0,1,1,1,0,0
75,GP,F,16,Urban,Greater than 3,Living together,secondary education,secondary education,other,services,home,mother,<15 min.,2 to 5 hours,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,2,4,5,4,11,11,11,0,0,1,0,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,1,1,0,1,1,1,1,0
76,GP,M,15,Urban,Greater than 3,Living together,higher education,secondary education,teacher,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,3,5,0,11,11,11,0,1,1,0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,0,1,0,1,1,1,1,0
77,GP,M,15,Urban,Greater than 3,Living together,higher education,none,teacher,other,course,mother,15 to 30 min.,>10 hours,0,no,no,no,yes,yes,yes,yes,no,3,4,3,1,1,1,0,12,11,11,0,1,1,0,1,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0,0,0,1,1,1,1,0
78,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,reputation,mother,<15 min.,>10 hours,0,no,no,no,no,yes,yes,yes,yes,5,2,3,1,3,3,1,13,13,13,0,0,1,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,0,0,0,0,1,1,1,1
79,GP,M,17,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,home,mother,15 to 30 min.,<2 hours,3,yes,yes,no,yes,yes,no,yes,no,4,5,1,1,1,3,0,9,9,10,0,1,1,0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,1,1,0,1,1,0,1,0
80,GP,F,16,Urban,Greater than 3,Living together,secondary education,higher education,at_home,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,2,4,3,1,2,3,14,12,11,11,0,0,1,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0,1,0,0,1,1,1,0
81,GP,M,15,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,services,course,father,<15 min.,<2 hours,0,yes,yes,no,yes,no,yes,yes,yes,3,2,2,1,3,3,0,11,11,12,0,1,1,0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,1,1,0,1,0,1,1,1
82,GP,M,15,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,home,mother,<15 min.,5 to 10 hours,0,yes,no,no,no,no,yes,yes,no,5,3,2,1,2,5,2,10,9,9,0,1,1,0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,1,0,0,0,0,1,1,0
83,GP,F,15,Urban,Less than or equal to 3,Living together,secondary education,5th to 9th grade,services,other,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,1,5,4,12,11,11,0,0,1,1,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,0,1,0,0,1,1,1,0
84,GP,M,15,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,services,home,mother,15 to 30 min.,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,3,4,2,13,12,13,0,1,1,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,0,0,1,1,1,1,1,0
85,GP,F,15,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,father,<15 min.,2 to 5 hours,0,no,yes,no,yes,no,yes,yes,no,4,3,2,2,3,4,2,13,12,12,0,0,1,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0,1,0,1,0,1,1,0
86,GP,F,15,Urban,Greater than 3,Living together,higher education,higher education,services,services,reputation,father,15 to 30 min.,2 to 5 hours,0,no,no,no,no,yes,yes,yes,yes,4,4,4,2,3,5,4,12,11,12,0,0,1,0,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,0,1,1,1,1
87,GP,F,16,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,at_home,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,2,6,13,11,11,0,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0,1,0,0,1,1,0,0
88,GP,F,15,Urban,Greater than 3,Living together,higher education,5th to 9th grade,other,other,reputation,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,1,4,15,15,15,0,0,1,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,0,1,0,1,1,1,1,0
89,GP,M,16,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,other,reputation,father,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,no,yes,yes,no,4,4,2,1,1,3,6,12,10,11,0,1,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,1,0,1,1,0
90,GP,M,16,Urban,Less than or equal to 3,Apart,higher education,higher education,teacher,health,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,no,no,4,1,3,3,5,5,6,9,9,10,0,1,1,1,0,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,0,1,0,0,1,1,0,0
91,GP,F,16,Urban,Greater than 3,Living together,secondary education,secondary education,other,other,home,mother,<15 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,4,2,9,11,11,0,0,1,0,1,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,0,1,0,0,1,1,1,1
92,GP,F,15,Urban,Greater than 3,Living together,higher education,secondary education,services,other,reputation,mother,<15 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,3,1,6,14,13,13,0,0,1,0,1,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,0,0,0,1,1,1,1,0
93,GP,F,16,Urban,Less than or equal to 3,Living together,secondary education,primary education (4th grade),other,other,home,father,<15 min.,2 to 5 hours,0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,3,2,0,12,13,12,0,0,1,1,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,1,1,0,0,1,1,0,0
94,GP,F,16,Urban,Greater than 3,Living together,higher education,5th to 9th grade,teacher,services,home,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,2,13,14,14,0,0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,0,1,0,1,1,1,1,0
95,GP,M,15,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,health,reputation,mother,<15 min.,>10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,4,2,11,12,12,0,1,1,1,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,0,1,0,1,1,1,1,0
96,GP,F,15,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,home,mother,15 to 30 min.,>10 hours,0,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,4,13,13,13,0,0,0,0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,1,1,1,1,1,1,1,0
97,GP,M,16,Rural,Greater than 3,Living together,higher education,secondary education,services,other,reputation,mother,15 to 30 min.,<2 hours,0,yes,yes,yes,yes,no,yes,yes,no,3,3,3,1,1,4,6,9,11,11,0,1,0,0,1,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,1,1,1,1,0,1,1,0
98,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,4,3,5,1,1,5,0,13,12,12,0,0,1,0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0,1,0,0,1,1,0,1
99,GP,F,16,Urban,Greater than 3,Living together,higher education,higher education,other,other,reputation,mother,<15 min.,<2 hours,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,2,1,4,12,13,13,0,0,1,0,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,0,0,0,1,0,1,1,0
100,GP,F,16,Urban,Greater than 3,Living together,higher education,secondary education,other,at_home,course,mother,<15 min.,5 to 10 hours,0,yes,yes,no,no,yes,yes,yes,no,5,3,5,1,1,3,2,12,13,13,0,0,1,0,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,1,1,0,0,1,1,1,0
101,GP,M,16,Urban,Greater than 3,Living together,higher education,higher education,services,services,other,mother,<15 min.,<2 hours,0,yes,yes,no,yes,yes,yes,yes,no,4,5,5,5,5,4,12,9,9,8,0,1,1,0,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,1,1,0,1,1,1,1,0
102,GP,M,16,Urban,Greater than 3,Living together,higher education,higher education,services,teacher,other,father,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,4,0,16,16,16,0,1,1,0,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,0,1,0,1,1,1,1,1
103,GP,M,15,Urban,Greater than 3,Living together,higher education,higher education,services,other,course,mother,<15 min.,<2 hours,0,no,yes,yes,yes,no,yes,yes,no,5,3,3,1,1,5,2,12,13,12,0,1,1,0,1,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,0,1,1,1,0,1,1,0
104,GP,F,15,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,services,other,home,mother,15 to 30 min.,2 to 5 hours,0,yes,yes,no,no,yes,yes,yes,no,4,3,5,1,1,2,16,11,10,10,0,0,1,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,1,1,0,0,1,1,1,0
105,GP,M,15,Urban,Greater than 3,Apart,secondary education,higher education,services,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,1,1,0,16,16,16,0,1,1,0,0,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0,1,0,1,1,1,1,0
106,GP,F,15,Urban,Greater than 3,Apart,secondary education,secondary education,other,health,reputation,father,<15 min.,>10 hours,0,yes,no,no,no,yes,yes,no,no,4,3,3,1,1,4,10,10,10,10,0,0,1,0,0,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,1,0,0,0,1,1,0,0
107,GP,F,15,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min.,>10 hours,0,yes,yes,no,no,yes,yes,yes,no,5,1,2,1,1,3,4,10,10,10,0,0,1,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,1,1,0,0,1,1,1,0
108,GP,M,16,Urban,Greater than 3,Living together,secondary education,secondary education,services,other,home,father,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,13,14,14,0,1,1,0,1,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,0,1,0,1,1,1,1,0
109,GP,M,15,Rural,Greater than 3,Living together,higher education,higher education,other,other,home,father,>1 hour,>10 hours,0,no,yes,no,yes,yes,yes,yes,yes,1,3,5,3,5,1,8,12,10,11,0,1,0,0,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,0,1,0,1,1,1,1,1
110,GP,F,16,Urban,Less than or equal to 3,Living together,higher education,higher education,health,health,other,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,1,4,2,15,15,14,0,0,1,1,1,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,0,1,0,1,1,1,1,1
111,GP,M,15,Urban,Less than or equal to 3,Apart,higher education,higher education,teacher,teacher,course,mother,<15 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,4,4,13,14,14,0,1,1,1,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,0,0,0,1,1,1,1,0
112,GP,F,16,Rural,Greater than 3,Living together,secondary education,secondary education,services,other,reputation,father,<15 min.,5 to 10 hours,0,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,2,4,11,11,11,0,0,0,0,1,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,1,1,0,1,1,1,1,0
113,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,other,home,mother,<15 min.,2 to 5 hours,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,5,12,8,10,10,0,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,1,0,0,1,1,1,1,0
114,GP,M,15,Urban,Less than or equal to 3,Living together,higher education,5th to 9th grade,teacher,other,course,mother,<15 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,18,17,18,0,1,1,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,0,0,0,0,1,1,1,0
115,GP,M,15,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),health,services,reputation,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,4,10,9,10,0,1,0,0,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,0,0,0,1,1,1,1,1
116,GP,M,16,Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,father,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,6,16,14,14,0,1,1,0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0,1,0,1,1,1,1,0
117,GP,M,15,Urban,Greater than 3,Living together,higher education,higher education,other,teacher,reputation,father,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,4,16,15,16,0,1,1,0,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0,1,0,1,1,1,0,0
